text,label
"As far as I can tell, 'Our product reduces risk by 15%' sounds better than 'a 85% risk remains'. — end of story.",framing_effect
"From what I've seen, this product worked for me, so it must work for everyone. I stand by that.",confirmation_bias
"It seems to me that I read an article claiming 20% first, and every later number feels wrong by comparison. That's just how it is.",framing_effect
"In my view, Because it was the lead story last quarter, our negotiation tactic must outweigh every other factor.",availability_heuristic
It seems to me that '85% of participants improved' sounds stronger than '10% did not improve'. That's the bottom line.,framing_effect
"In my view, I can recall vivid examples of this method, which makes it feel common.",availability_heuristic
"Frankly, A podcast just covered this method, so it must be a widespread reality. I stand by that.",availability_heuristic
"Based on current data, the treatment works in certain scenarios, but generalization should be done carefully. The sample remains limited.",neutral
"Look, The first article I read said 10%, and I still use that as my reference.",anchoring_bias
The evidence for our approach is preliminary and should be interpreted with care.,neutral
"Based on my experience, Saw it on the news.",availability_heuristic
"Frankly, the economic policy is definitely the correct answer; dissenting views are not worth reading.",confirmation_bias
"Based on my experience, The news keeps showing the proposed plan, so it must be the biggest issue of the year. That's just how it is.",availability_heuristic
It seems to me that 'Save 20% this weekend' feels better than 'pay the full price after Sunday'. No further discussion needed.,framing_effect
Calling the program 'revenue-neutral' softens the fact that someone still pays more. That's the bottom line.,framing_effect
"Because the opening offer was $20, I keep judging every counteroffer against it. That's the reality.",anchoring_bias
"In my view, 'Premium member' sounds more prestigious than 'paying customer', for the same role. — end of story.",framing_effect
"Look, I can recall vivid examples of our marketing campaign, which makes it feel common. No further discussion needed.",availability_heuristic
"Honestly, Because the headline said $30, I cannot assess the deal without that reference. That's the bottom line.",anchoring_bias
"Honestly, The first number I encountered for the investment strategy was 75, and I am stuck on it. No further discussion needed.",anchoring_bias
I watched a documentary on this product and now I'm sure it is a common occurrence. No further discussion needed.,availability_heuristic
Our approach may be effective under certain conditions; more testing is recommended. Contextual factors should be considered.,neutral
"The study of the management style is ongoing, and no firm conclusions can be drawn yet. Additional validation would strengthen these findings.",neutral
"As far as I can tell, Our earliest rough guess was 25, and I'm unwilling to revise it meaningfully.",anchoring_bias
"Our earliest rough guess was 20, and I'm unwilling to revise it meaningfully. That's the bottom line.",anchoring_bias
"From what I've seen, The first article I read said 100%, and I still use that as my reference.",anchoring_bias
"From what I've seen, There is no point in reviewing counter-evidence; the business model is absolutely correct.",confirmation_bias
"In my view, the business model was discussed at the conference, so it's clearly the dominant reality.",availability_heuristic
"According to the report, this algorithm had a measurable effect, though the magnitude varied.",neutral
"Look, I ignore the failures of our pricing strategy because they are exceptions.",confirmation_bias
"In my view, A podcast just covered the software update, so it must be a widespread reality. I stand by that.",availability_heuristic
"Based on my experience, Because the opening offer was $60, I keep judging every counteroffer against it.",anchoring_bias
"Based on my experience, 'Nine out of ten dentists recommend it' sounds better than 'one out of ten do not'.",framing_effect
I'm right about the investment strategy. No further discussion needed.,confirmation_bias
"I heard $10 in the first conversation, so that feels like the fair price. — end of story.",anchoring_bias
"Three people at work mentioned the investment strategy, so it must be common across the country. That's the bottom line.",availability_heuristic
"Frankly, I remember a case of our negotiation tactic a few days ago, so it's probably very frequent.",availability_heuristic
"Honestly, The initial estimate was 100.",anchoring_bias
"Based on current data, Preliminary trials of this algorithm are encouraging, but peer review is pending.",neutral
"In my view, Because the opening offer was $10, I keep judging every counteroffer against it. — end of story.",anchoring_bias
"From what I've seen, My family friend had the teaching method happen to them, so it must be highly likely for anyone. No further discussion needed.",availability_heuristic
It seems to me that I only cite reports that back up my stance on our hiring process. That's the bottom line.,confirmation_bias
"It seems to me that My manager told me a story about the management style, so it must be an everyday problem. That's the bottom line.",availability_heuristic
"From what I've seen, The first report I saw claimed 70%, and I still treat that as the baseline. That's just how it is.",anchoring_bias
"Since a famous person discussed the software update, it must apply to the general public too. That's the bottom line.",availability_heuristic
"Our approach keeps coming up in conversations, which proves it is very common.",availability_heuristic
"The first review I read gave the economic policy a 75/100, which still shapes my opinion. — end of story.",anchoring_bias
'Our product reduces risk by 25%' sounds better than 'a 75% risk remains'.,framing_effect
Further data collection is required before recommending this algorithm widely. Contextual factors should be considered.,neutral
"The investment strategy may achieve the stated goal, though alternatives should be evaluated.",neutral
"Because my first impression was $95, every counter-proposal feels excessive. That's the reality.",anchoring_bias
"Frankly, Because the economic policy was on the front page this morning, it must be happening everywhere. No further discussion needed.",availability_heuristic
"Based on my experience, I heard about our hiring process twice yesterday, so I now treat it as the most likely outcome.",framing_effect
The training program is the best.,confirmation_bias
A dramatic headline about this medication makes me think it happens to almost everyone.,neutral
'Join the 30% of winners' is more compelling than 'accept that 10% lose'.,framing_effect
"In my view, The very first data point showed 200, and I'm unwilling to move far from it. I stand by that.",anchoring_bias
Results suggest this product performs comparably to existing solutions.,neutral
Framing the rate as 'only $20 per day' feels cheaper than '$1000 per month'. That's the reality.,framing_effect
"Honestly, Anyone who disagrees about the software update hasn't looked at the evidence I've seen. That's just how it is.",confirmation_bias
"Since I've read about our approach twice this week, it must be happening constantly. That's the reality.",availability_heuristic
"Since our pricing strategy dominates the news cycle, it is clearly the most important issue. That's just how it is.",availability_heuristic
"From what I've seen, Because the article's headline used $30, that figure dominates my thinking. No further discussion needed.",anchoring_bias
"Because my first impression was $1000, every counter-proposal feels excessive. That's just how it is.",anchoring_bias
"Since the original deadline was 85 days, I keep comparing every revised plan to it. That's the bottom line.",anchoring_bias
"Because the last few emails I received mentioned the research design, it must be universal. That's the reality.",availability_heuristic
It seems to me that our approach has a 500% approval rating — that sounds stronger than saying 1000% disapprove. That's the bottom line.,framing_effect
There are valid arguments both for and against adopting their framework.,neutral
I knew this medication would succeed — every example I can think of supports this. That's just how it is.,confirmation_bias
"Honestly, 'Only 40 seats left' creates urgency that 'plenty of capacity' would not. That's the reality.",framing_effect
"Based on my experience, Since the experiment dominates the news cycle, it is clearly the most important issue.",availability_heuristic
"As far as I can tell, I refuse to read studies that oppose the teaching method because they are biased. No further discussion needed.",confirmation_bias
Calling the program 'revenue-neutral' softens the fact that someone still pays more. No further discussion needed.,availability_heuristic
"Honestly, I saw the training program mentioned in three articles today, so it must be an epidemic. No further discussion needed.",availability_heuristic
It seems to me that the training program always works because it worked last month. No further discussion needed.,confirmation_bias
"The report says 50% of customers are satisfied, which is more persuasive than saying 40% are unhappy. No further discussion needed.",framing_effect
"My family friend had this method happen to them, so it must be highly likely for anyone. That's the bottom line.",availability_heuristic
"Honestly, I refuse to read studies that oppose the investment strategy because they are biased. That's the bottom line.",confirmation_bias
"Because the opening offer was $15, I keep judging every counteroffer against it. No further discussion needed.",anchoring_bias
"Honestly, A dramatic headline about the treatment makes me think it happens to almost everyone. I stand by that.",availability_heuristic
"Frankly, The opening bid was $25, which has set the ceiling in my mind. No further discussion needed.",neutral
"Look, The last three articles I read mentioned their framework, so it's obviously the biggest trend.",availability_heuristic
"In my view, Because the supplier opened with $25, I consider any discount a win. That's just how it is.",anchoring_bias
'85% of students pass' is more encouraging than '15% fail the exam'. That's the reality.,framing_effect
"Based on my experience, Our first analysis estimated 500 customers, and I can't shake that figure. That's just how it is.",anchoring_bias
"Honestly, Since I've read about our negotiation tactic twice this week, it must be happening constantly.",availability_heuristic
Our negotiation tactic is clearly the correct answer; dissenting views are not worth reading. That's the bottom line.,confirmation_bias
"In my view, Critics of the business model are just looking for problems that do not exist.",confirmation_bias
"Frankly, Describing the discount as 'exclusive savings' is more appealing than 'reduced price'. I stand by that.",framing_effect
"Look, I only trust sources that confirm what I already believe about our pricing strategy. That's just how it is.",confirmation_bias
"Looking at the study, Mixed findings on the software update suggest that individual evaluation is important.",neutral
"As far as I can tell, 'Nine out of ten dentists recommend it' sounds better than 'one out of ten do not'.",framing_effect
"From what I've seen, Because my cousin had a bad experience with the proposed plan, I assume most people do too. That's the reality.",availability_heuristic
It seems to me that the economic policy never fails in our department; the critics are simply wrong.,confirmation_bias
"Look, The original quote of $40 set my expectation, and I refuse to pay more. That's the bottom line.",anchoring_bias
"Honestly, The last three articles I read mentioned the software update, so it's obviously the biggest trend.",availability_heuristic
'40% of participants improved' sounds stronger than '20% did not improve'. That's just how it is.,framing_effect
"It seems to me that Because the supplier opened with $30, I consider any discount a win. I stand by that.",anchoring_bias
"A podcast just covered this algorithm, so it must be a widespread reality.",availability_heuristic
"Based on my experience, A dramatic headline about the research design makes me think it happens to almost everyone.",availability_heuristic
Results suggest the teaching method performs comparably to existing solutions. Additional validation would strengthen these findings.,neutral
"Frankly, I saw a viral video about the new feature, and now I'm convinced it happens to most people. No further discussion needed.",availability_heuristic
The effect of the business model varied across participants in the trial.,neutral
"Because a colleague said 40 yesterday, I find it hard to consider other values. That's the bottom line.",anchoring_bias
"In my view, Calling the delay a 'schedule adjustment' softens the fact that the new feature missed its deadline.",framing_effect
More research is needed before drawing conclusions about the training program. Contextual factors should be considered.,neutral
"As far as I can tell, this algorithm is absolutely the correct answer; dissenting views are not worth reading. That's just how it is.",confirmation_bias
"According to the report, Evaluators noted both strengths and weaknesses in the business model.",neutral
"As far as I can tell, this study without a doubt works in the industry, and that settles the matter. That's the reality.",confirmation_bias
"Frankly, Our first analysis estimated 15 customers, and I can't shake that figure.",neutral
"Since a famous person discussed this framework, it must apply to the general public too. — end of story.",availability_heuristic
"Looking at the study, Preliminary data suggests the experiment may help, though further study is required.",neutral
"I can easily recall cases of this strategy, so it must be the default outcome. That's the bottom line.",availability_heuristic
A single vivid example of the business model makes me believe it represents the whole population.,availability_heuristic
Describing the drug as 'effective in 25% of cases' is kinder than 'ineffective in 60% of cases'. I stand by that.,framing_effect
"Look, '40% chance of recovery' sounds more positive than '85% chance of no recovery'. I stand by that.",framing_effect
"As far as I can tell, 'Save 100% this weekend' feels better than 'pay the full price after Sunday'. I stand by that.",framing_effect
"It seems to me that the business model is clearly superior, and I don't need more evidence to prove it. That's the bottom line.",confirmation_bias
This algorithm has zero downsides — I've confirmed it with people who already agree.,confirmation_bias
"This product improved outcomes for some participants, but the effect size was small.",neutral
"As far as I can tell, Since this theory dominates the news cycle, it is clearly the most important issue. That's just how it is.",availability_heuristic
"It seems to me that The last three articles I read mentioned the software update, so it's obviously the biggest trend.",availability_heuristic
"Since the teaching method happened to someone I know, it's probably happening everywhere.",availability_heuristic
"Based on my experience, The first number I encountered for this theory was 70, and I am stuck on it.",anchoring_bias
Framing the layoff as 'workforce optimization' softens the impact of the same decision. — end of story.,framing_effect
"In my view, The first review I read gave the new feature a 10/100, which still shapes my opinion.",anchoring_bias
"Frankly, the proposed plan was discussed at the conference, so it's clearly the dominant reality.",availability_heuristic
"Based on my experience, 'Save 200% this weekend' feels better than 'pay the full price after Sunday'.",framing_effect
"Our earliest rough guess was 80, and I'm unwilling to revise it meaningfully.",anchoring_bias
"According to the report, this method may achieve the stated goal, though alternatives should be evaluated.",neutral
The evidence for the training program is preliminary and should be interpreted with care.,neutral
"Honestly, I can recall vivid examples of this theory, which makes it feel common. No further discussion needed.",availability_heuristic
Saw it on the news. I stand by that.,availability_heuristic
"According to the report, this medication may be suitable for some users; others should consider alternatives. The sample remains limited.",neutral
"Honestly, When I saw $70 initially, it became the anchor for every later decision. No further discussion needed.",anchoring_bias
"Based on my experience, the training program is absolutely superior, and I don't need more evidence to prove it. I stand by that.",confirmation_bias
"In my view, I saw our sales technique mentioned in three articles today, so it must be an epidemic. That's the bottom line.",availability_heuristic
"Based on my experience, this product worked for me, so it must work for everyone.",confirmation_bias
"Honestly, this theory was trending on social media today, so it's clearly a major trend. — end of story.",availability_heuristic
'95% organic' feels healthier than '70% non-organic ingredients'. I stand by that.,framing_effect
"Based on my experience, I can recall vivid examples of the research design, which makes it feel common. That's the reality.",availability_heuristic
Calling it an 'investment opportunity' rather than a 'risk' changes how people perceive this framework. That's the bottom line.,framing_effect
"From the available evidence, The study of the investment strategy is ongoing, and no firm conclusions can be drawn yet. Contextual factors should be considered.",neutral
"It seems to me that this diet worked last month, which proves it will always work.",confirmation_bias
"Frankly, I saw this algorithm discussed on TV, so it must be more frequent than statistics suggest. I stand by that.",availability_heuristic
"Frankly, our approach is right because all my favorite experts agree with it.",confirmation_bias
"From what I've seen, I only cite reports that back up my stance on our approach.",confirmation_bias
"As far as I can tell, A single vivid example of this vaccine makes me believe it represents the whole population. No further discussion needed.",availability_heuristic
"Look, Calling the delay a 'schedule adjustment' softens the fact that the treatment missed its deadline. No further discussion needed.",framing_effect
"Based on my experience, Saying our pricing strategy is 'often successful' is stronger than saying it 'sometimes fails'.",framing_effect
"Based on my experience, '200% of students pass' is more encouraging than '30% fail the exam'. That's the reality.",framing_effect
"Honestly, My boss mentioned 500% growth in our first meeting, and I'm still anchored to that number. — end of story.",anchoring_bias
"The first review I read gave this medication a 40/100, which still shapes my opinion.",anchoring_bias
"It seems to me that I can recall two stories about this strategy from this week alone, so it must be widespread. That's the reality.",availability_heuristic
Whether their framework is the right choice depends on context-specific factors.,neutral
"It seems to me that the new policy obviously works in this sector, and that settles the matter. I stand by that.",confirmation_bias
"Frankly, '20% organic' feels healthier than '500% non-organic ingredients'.",framing_effect
"It seems to me that I heard a striking anecdote about the software update, so I now overestimate the risk. That's just how it is.",availability_heuristic
"From what I've seen, My manager told me a story about the business model, so it must be an everyday problem.",availability_heuristic
"Honestly, this product is guaranteed to succeed — I have seen it happen before.",confirmation_bias
"It seems to me that Because the supplier opened with $70, I consider any discount a win. That's the bottom line.",anchoring_bias
"My family friend had the economic policy happen to them, so it must be highly likely for anyone. That's just how it is.",availability_heuristic
"Looking at the study, Data indicates this framework works for some users, but not all. The sample remains limited.",neutral
"As far as I can tell, Describing the discount as 'exclusive savings' is more appealing than 'reduced price'. — end of story.",framing_effect
"Frankly, 'Lean beef: 25% fat-free' sounds healthier than 'beef: 200% fat'. — end of story.",framing_effect
I only cite reports that back up my stance on our sales technique. I stand by that.,confirmation_bias
Describing the drug as 'effective in 80% of cases' is kinder than 'ineffective in 95% of cases'. — end of story.,framing_effect
Results suggest the treatment performs comparably to existing solutions.,neutral
It seems to me that '50% of students pass' is more encouraging than '1000% fail the exam'. That's the reality.,framing_effect
"Based on my experience, '60% of students pass' is more encouraging than '200% fail the exam'.",framing_effect
"From what I've seen, Three people at work mentioned our approach, so it must be common across the country. I stand by that.",availability_heuristic
"As far as I can tell, Because my cousin had a bad experience with the experiment, I assume most people do too.",availability_heuristic
"It seems to me that The very first offer I received was $500, and it sets my expectation permanently. That's just how it is.",confirmation_bias
The team reviewed multiple perspectives before deciding on our pricing strategy.,neutral
"According to the report, Results suggest the experiment performs comparably to existing solutions.",neutral
It seems to me that '80% of participants improved' sounds stronger than '15% did not improve'. That's the reality.,framing_effect
"Honestly, My family friend had this method happen to them, so it must be highly likely for anyone. I stand by that.",availability_heuristic
The team reviewed multiple perspectives before deciding on our negotiation tactic.,neutral
"As far as I can tell, Our first projection said 70 units, so the final number must be around that.",anchoring_bias
No single study is sufficient to confirm that this diet works reliably. Additional validation would strengthen these findings.,neutral
"From what I've seen, Saying the teaching method is 'often successful' is stronger than saying it 'sometimes fails'. No further discussion needed.",framing_effect
The new feature is without a doubt the right choice; anyone who says otherwise is mistaken. I stand by that.,confirmation_bias
The results for this study are mixed; some trials show benefits while others do not.,neutral
"Look, our hiring process keeps coming up in conversations, which proves it is very common. No further discussion needed.",availability_heuristic
"After reviewing the findings, Preliminary trials of our negotiation tactic are encouraging, but peer review is pending.",neutral
"It seems to me that I heard a striking anecdote about this theory, so I now overestimate the risk. No further discussion needed.",availability_heuristic
"As far as I can tell, My manager told me a story about the teaching method, so it must be an everyday problem. That's the reality.",anchoring_bias
"Frankly, Saying the management style is 'often successful' is stronger than saying it 'sometimes fails'. — end of story.",framing_effect
"After reviewing the findings, the business model has both potential benefits and potential risks worth considering.",neutral
"Look, The last three articles I read mentioned the software update, so it's obviously the biggest trend. I stand by that.",availability_heuristic
"According to the report, The benefits of their framework should be weighed against its drawbacks. Contextual factors should be considered.",neutral
"Frankly, The news keeps showing the investment strategy, so it must be the biggest issue of the year.",availability_heuristic
"Honestly, Because my neighbor experienced the software update, I assume many people are affected. No further discussion needed.",neutral
"In my view, Describing the discount as 'exclusive savings' is more appealing than 'reduced price'. That's the bottom line.",framing_effect
"Honestly, I remember a dramatic story about the treatment, so I overestimate how often it occurs. That's just how it is.",availability_heuristic
"The results of the economic policy match my expectations, so they must be accurate. I stand by that.",confirmation_bias
"After reviewing the findings, Evaluators noted both strengths and weaknesses in the investment strategy.",neutral
"The first price I saw for the car was $60, so anything above $90 feels expensive.",anchoring_bias
"Frankly, Because their framework was on the front page this morning, it must be happening everywhere.",availability_heuristic
"From what I've seen, our approach was discussed at the conference, so it's clearly the dominant reality.",availability_heuristic
"Honestly, our sales technique without a doubt outperforms every alternative, and contrary claims can be ignored. — end of story.",confirmation_bias
It seems to me that Calling it an 'investment opportunity' rather than a 'risk' changes how people perceive the training program. That's the reality.,framing_effect
"Look, I watched a documentary on this study and now I'm sure it is a common occurrence. That's just how it is.",availability_heuristic
"From what I've seen, Calling it an 'investment opportunity' rather than a 'risk' changes how people perceive this theory. I stand by that.",framing_effect
'85% chance of recovery' sounds more positive than '30% chance of no recovery'. That's the reality.,framing_effect
"In my view, 'Join the 10% of winners' is more compelling than 'accept that 500% lose'.",framing_effect
The phrase 'complimentary trial' feels more generous than 'free period before billing'. That's just how it is.,framing_effect
"Frankly, When I saw $25 initially, it became the anchor for every later decision. That's the reality.",anchoring_bias
"According to the report, Data indicates our hiring process works for some users, but not all.",neutral
"From what I've seen, The first benchmark was 40, so I keep framing results around that baseline.",anchoring_bias
"Users reported a range of experiences with our negotiation tactic, from positive to neutral.",neutral
"Because the headline said $60, I cannot assess the deal without that reference. I stand by that.",anchoring_bias
"In my view, Calling it a 'service fee' is gentler than calling it a 'surcharge' for the same amount. That's the bottom line.",neutral
"Look, Since I've read about our negotiation tactic twice this week, it must be happening constantly.",availability_heuristic
It seems to me that I'm confident the teaching method is flawless; every sign confirms it. That's just how it is.,confirmation_bias
"Look, I remember a case of this product recently, so it's probably very frequent.",availability_heuristic
"Frankly, I just heard about our marketing campaign.",availability_heuristic
"As far as I can tell, Calling the delay a 'schedule adjustment' softens the fact that the economic policy missed its deadline.",framing_effect
"Honestly, 'Premium quality' sounds better than 'higher-cost option' for the same item. No further discussion needed.",framing_effect
